GISJOIN,BlockGroup,STATEA,COUNTYA,TRACTA,BLKGRPA,ADNEE001,ADNEE002,ADNEE003,ADNEE004,ADNEE005,ADNEE006,ADNEE007,ADNEE008,ADPYE001,ADRKE001,ADRWE001
G53006100535044,530610535044,53,61,53504,4,1425,141,70,107,131,99,0,877,648,784,264800
G53006100535045,530610535045,53,61,53504,5,1045,144,0,0,0,0,14,887,520,957,234600
G53006100535051,530610535051,53,61,53505,1,806,21,11,0,0,18,23,733,360,,219000
G53006100535052,530610535052,53,61,53505,2,1486,0,26,14,108,12,32,1294,497,,378000
G53006100535053,530610535053,53,61,53505,3,1453,49,22,22,141,92,68,1059,625,1295,314100
G53006100535054,530610535054,53,61,53505,4,1447,8,38,15,12,30,66,1278,581,1639,201600
G53006100535061,530610535061,53,61,53506,1,1254,0,78,41,21,137,30,947,558,,276000
G53006100535062,530610535062,53,61,53506,2,1975,89,42,0,0,182,100,1562,653,1309,288400
G53006100535063,530610535063,53,61,53506,3,1289,12,66,55,39,153,9,955,610,1381,212500
G53006100535064,530610535064,53,61,53506,4,1097,13,154,17,0,19,15,879,402,1225,336400
G53006100535071,530610535071,53,61,53507,1,1540,53,0,0,90,30,55,1312,516,1484,286500
G53006100535072,530610535072,53,61,53507,2,2042,167,0,0,0,53,0,1822,789,1725,286700
G53006100535073,530610535073,53,61,53507,3,1376,8,78,0,11,13,19,1247,441,,254700
G53006100535081,530610535081,53,61,53508,1,2099,149,170,78,79,104,82,1437,746,1567,243400
G53006100535082,530610535082,53,61,53508,2,1356,55,21,53,0,151,0,1076,531,1331,196500
G53006100535091,530610535091,53,61,53509,1,1006,131,66,64,0,23,10,712,419,1417,178600
G53006100535092,530610535092,53,61,53509,2,2075,130,152,84,32,339,111,1227,809,1038,152800
G53006100535093,530610535093,53,61,53509,3,788,50,44,0,0,9,14,671,304,1005,212700
G53006100536021,530610536021,53,61,53602,1,1299,105,0,65,20,34,182,893,455,1131,235200
G53006100536022,530610536022,53,61,53602,2,1035,12,119,19,86,115,28,656,472,1048,355200
G53006100536023,530610536023,53,61,53602,3,2222,28,124,0,13,115,21,1921,1122,1397,326200
G53006100536024,530610536024,53,61,53602,4,1245,80,0,35,87,62,38,943,641,1245,188600
G53006100536031,530610536031,53,61,53603,1,1230,32,6,10,4,0,1,1177,358,,359000
G53006100536032,530610536032,53,61,53603,2,879,14,75,28,0,22,0,740,415,1581,278100
G53006100536033,530610536033,53,61,53603,3,1738,40,34,0,26,30,0,1608,815,1369,318500
G53006100536041,530610536041,53,61,53604,1,1452,0,9,8,56,136,65,1178,536,2074,327500
G53006100536042,530610536042,53,61,53604,2,1998,0,70,42,0,204,0,1682,770,1135,216800
G53006100536043,530610536043,53,61,53604,3,993,45,159,10,0,27,0,752,482,1468,167200
G53006100537001,530610537001,53,61,53700,1,1901,171,181,66,70,119,164,1130,928,817,169400
G53006100537002,530610537002,53,61,53700,2,1217,87,68,44,93,35,45,845,635,1568,229100
G53006100538011,530610538011,53,61,53801,1,1154,20,133,22,7,37,0,935,465,1182,190500
G53006100538012,530610538012,53,61,53801,2,1417,84,17,0,114,69,0,1133,628,1250,350500
G53006100538013,530610538013,53,61,53801,3,839,65,79,22,47,17,6,603,947,941,170200
G53006100538021,530610538021,53,61,53802,1,2063,130,85,41,29,144,7,1627,816,1350,189700
G53006100538022,530610538022,53,61,53802,2,1328,51,85,109,91,37,105,850,599,862,151000
G53006100538023,530610538023,53,61,53802,3,1076,61,21,218,21,58,0,697,394,,251900
G53006100538024,530610538024,53,61,53802,4,922,42,11,0,8,261,26,574,322,,234700
G53006100538031,530610538031,53,61,53803,1,826,0,203,74,0,43,0,506,388,,149700
G53006100538032,530610538032,53,61,53803,2,1111,119,51,20,113,86,0,722,586,1277,172100
G53006100538033,530610538033,53,61,53803,3,1624,118,97,41,106,146,66,1050,581,1098,161300
G53006100538034,530610538034,53,61,53803,4,1938,48,3,99,2,20,0,1766,653,1321,239700
G53006109400011,530619400011,53,61,940001,1,1461,74,117,63,25,75,43,1064,537,1360,216900
G53006109400012,530619400012,53,61,940001,2,1754,193,76,80,207,106,69,1023,592,1170,191800
G53006109400013,530619400013,53,61,940001,3,1337,96,92,47,47,35,6,1014,659,1139,290700
G53006109400014,530619400014,53,61,940001,4,1967,99,74,41,38,116,13,1586,738,1268,358700
G53006109400021,530619400021,53,61,940002,1,994,38,144,28,31,49,17,687,547,569,194400
G53006109400022,530619400022,53,61,940002,2,1811,102,147,34,148,107,90,1183,669,881,228800
G53006109400023,530619400023,53,61,940002,3,633,58,29,23,0,30,12,481,419,790,328100
G53006109900020,530619900020,53,61,990002,0,0,0,0,0,0,0,0,0,0,,
G53006109901000,530619901000,53,61,990100,0,0,0,0,0,0,0,0,0,0,,
G53006300002001,530630002001,53,63,200,1,928,153,322,20,77,133,0,223,330,660,102600
G53006300002002,530630002002,53,63,200,2,566,153,137,66,8,29,0,173,348,553,102100
G53006300002003,530630002003,53,63,200,3,582,78,119,120,118,36,0,111,322,549,104300
G53006300002004,530630002004,53,63,200,4,1035,102,96,0,37,93,18,689,439,606,107300
G53006300002005,530630002005,53,63,200,5,1542,110,107,117,28,79,0,1101,568,808,109600
G53006300003001,530630003001,53,63,300,1,1248,154,227,34,243,54,0,536,556,777,108900
G53006300003002,530630003002,53,63,300,2,1377,49,394,288,82,38,36,490,463,817,94600
G53006300003003,530630003003,53,63,300,3,1339,85,175,294,76,149,63,497,748,673,101500
G53006300003004,530630003004,53,63,300,4,1140,71,432,37,108,89,0,403,459,919,110500
G53006300004001,530630004001,53,63,400,1,1755,253,336,193,56,222,58,637,686,882,98000
G53006300004002,530630004002,53,63,400,2,972,47,48,161,42,108,124,442,399,927,103600
G53006300004003,530630004003,53,63,400,3,1637,186,174,444,126,199,21,487,773,589,113900
G53006300005001,530630005001,53,63,500,1,835,58,69,219,0,34,153,302,385,675,133400
G53006300005002,530630005002,53,63,500,2,1163,26,82,36,143,186,50,640,532,850,133100
G53006300005003,530630005003,53,63,500,3,1241,32,223,72,52,141,8,713,620,872,120400
G53006300006001,530630006001,53,63,600,1,1059,42,70,37,64,62,72,712,402,981,133700
G53006300006002,530630006002,53,63,600,2,1324,80,49,164,103,77,0,851,538,1022,133700
G53006300006003,530630006003,53,63,600,3,874,38,45,34,0,30,0,727,366,1258,123600
G53006300007001,530630007001,53,63,700,1,993,0,99,23,28,192,0,651,501,584,135400
G53006300007002,530630007002,53,63,700,2,1336,188,133,23,218,11,19,744,550,871,119900
G53006300007003,530630007003,53,63,700,3,741,59,198,83,29,0,63,309,383,921,112100
G53006300007004,530630007004,53,63,700,4,335,0,0,16,0,0,0,319,200,1125,127500
G53006300007005,530630007005,53,63,700,5,414,51,53,0,0,28,13,269,245,,144400
G53006300007006,530630007006,53,63,700,6,696,147,0,0,13,44,13,479,362,1073,136600
G53006300008001,530630008001,53,63,800,1,2388,176,162,46,207,160,137,1500,1063,905,181600
G53006300008002,530630008002,53,63,800,2,2330,0,157,35,199,150,111,1678,951,1305,202300
G53006300009001,530630009001,53,63,900,1,601,17,27,0,64,57,33,403,296,841,133900
G53006300009002,530630009002,53,63,900,2,877,3,0,22,4,47,0,801,362,,154100
G53006300009003,530630009003,53,63,900,3,1190,57,0,0,32,54,39,1008,472,,140100
G53006300009004,530630009004,53,63,900,4,625,103,46,0,0,71,0,405,254,,154500
G53006300009005,530630009005,53,63,900,5,750,7,57,58,40,16,44,528,321,860,118200
G53006300009006,530630009006,53,63,900,6,2250,222,82,92,73,28,190,1563,869,738,156900
G53006300010001,530630010001,53,63,1000,1,650,71,117,21,0,0,0,441,367,1353,146300
G53006300010002,530630010002,53,63,1000,2,887,97,12,0,6,0,32,740,363,928,162800
G53006300010003,530630010003,53,63,1000,3,431,0,12,17,37,18,0,347,260,,181500
G53006300010004,530630010004,53,63,1000,4,1092,51,0,0,72,16,0,953,439,,178000
G53006300010005,530630010005,53,63,1000,5,922,15,104,115,0,89,58,541,387,722,192900
G53006300010006,530630010006,53,63,1000,6,1571,24,128,44,74,48,72,1181,672,778,143000
G53006300011001,530630011001,53,63,1100,1,1123,0,109,29,163,4,0,818,489,1310,163500
G53006300011002,530630011002,53,63,1100,2,1279,12,136,123,120,52,39,797,484,1042,146900
G53006300011003,530630011003,53,63,1100,3,991,0,89,6,10,63,45,778,489,1196,156800
G53006300012001,530630012001,53,63,1200,1,815,101,159,28,46,53,7,421,384,904,130600
G53006300012002,530630012002,53,63,1200,2,1339,40,85,60,136,159,62,797,622,964,139400
G53006300013001,530630013001,53,63,1300,1,1081,181,27,22,65,71,82,633,475,1074,134800
G53006300013002,530630013002,53,63,1300,2,1377,179,264,43,219,108,11,553,764,635,126200
G53006300013003,530630013003,53,63,1300,3,859,8,78,78,9,89,8,589,420,871,126700
G53006300014001,530630014001,53,63,1400,1,2162,138,373,318,90,156,0,1087,916,888,126700
G53006300014002,530630014002,53,63,1400,2,1523,84,342,145,203,90,69,590,596,713,100100
G53006300014003,530630014003,53,63,1400,3,850,31,33,150,200,136,40,260,522,776,86000
G53006300014004,530630014004,53,63,1400,4,1579,107,296,53,24,243,23,833,741,1073,103600
G53006300015001,530630015001,53,63,1500,1,1159,119,42,161,113,258,0,466,577,,107200
G53006300015002,530630015002,53,63,1500,2,1495,133,91,21,213,487,0,550,572,625,110900
G53006300015003,530630015003,53,63,1500,3,997,0,239,24,51,138,4,541,420,815,107400
G53006300015004,530630015004,53,63,1500,4,417,17,16,17,87,0,0,280,208,798,80400
G53006300015005,530630015005,53,63,1500,5,953,62,295,16,99,71,34,376,483,1033,84000
G53006300016001,530630016001,53,63,1600,1,1473,155,190,47,92,334,94,561,664,434,105600
G53006300016002,530630016002,53,63,1600,2,897,87,309,95,27,39,20,320,300,890,126800
G53006300016003,530630016003,53,63,1600,3,1283,145,194,0,40,41,52,811,554,907,115900
G53006300018001,530630018001,53,63,1800,1,1175,78,160,101,164,102,26,544,789,639,158800
G53006300018002,530630018002,53,63,1800,2,1497,158,287,58,144,102,94,654,631,894,121400
G53006300019001,530630019001,53,63,1900,1,1310,33,188,41,85,153,45,765,525,793,156500
G53006300019002,530630019002,53,63,1900,2,1350,121,128,127,44,33,66,831,803,649,123800
G53006300019003,530630019003,53,63,1900,3,658,49,46,0,44,56,50,413,315,854,132400
G53006300020001,530630020001,53,63,2000,1,809,163,49,19,47,82,24,425,430,926,110400
G53006300020002,530630020002,53,63,2000,2,698,39,54,184,69,11,10,331,340,386,134600
G53006300020003,530630020003,53,63,2000,3,1021,196,401,37,189,0,67,131,434,596,126600
G53006300020004,530630020004,53,63,2000,4,719,133,92,87,116,70,0,221,342,718,114600
G53006300020005,530630020005,53,63,2000,5,770,111,108,46,72,104,0,329,374,894,105600
G53006300021001,530630021001,53,63,2100,1,710,69,11,52,83,55,8,432,346,775,110900
G53006300021002,530630021002,53,63,2100,2,1633,167,387,186,69,241,21,562,775,832,145800
G53006300023001,530630023001,53,63,2300,1,1074,47,497,40,62,24,0,404,570,495,96600
G53006300023002,530630023002,53,63,2300,2,1392,560,163,16,80,35,89,449,607,788,108300
G53006300023003,530630023003,53,63,2300,3,1746,393,247,162,0,249,24,671,642,648,91100
G53006300023004,530630023004,53,63,2300,4,1349,8,249,108,34,63,0,887,524,946,137500
G53006300024001,530630024001,53,63,2400,1,1335,386,369,53,45,111,22,349,735,809,120500
G53006300024002,530630024002,53,63,2400,2,722,207,133,67,132,95,0,88,436,508,
G53006300025001,530630025001,53,63,2500,1,1138,20,434,307,0,59,57,261,447,646,91500
G53006300025002,530630025002,53,63,2500,2,1349,342,56,22,25,176,26,702,701,530,111800
G53006300025003,530630025003,53,63,2500,3,258,14,44,0,16,17,52,115,262,1325,
G53006300025004,530630025004,53,63,2500,4,409,262,47,0,1,0,45,54,141,,
G53006300025005,530630025005,53,63,2500,5,1387,834,235,80,10,111,0,117,663,452,202300
G53006300025006,530630025006,53,63,2500,6,719,319,198,61,4,0,24,113,391,,163000
G53006300026001,530630026001,53,63,2600,1,2039,136,692,86,381,185,0,559,695,842,128000
G53006300026002,530630026002,53,63,2600,2,1450,137,195,35,411,110,130,432,529,647,106900
G53006300026003,530630026003,53,63,2600,3,478,0,192,44,1,21,16,204,339,565,102200
G53006300026004,530630026004,53,63,2600,4,1464,187,260,440,0,46,114,417,544,870,106600
G53006300029001,530630029001,53,63,2900,1,896,86,94,71,0,30,36,579,403,1130,135200
G53006300029002,530630029002,53,63,2900,2,1150,0,12,147,57,0,9,925,491,1088,172200
G53006300029003,530630029003,53,63,2900,3,1011,94,34,30,21,72,50,710,405,1531,135800
G53006300030001,530630030001,53,63,3000,1,1080,157,196,64,144,73,10,436,444,955,113400
G53006300030002,530630030002,53,63,3000,2,1527,330,252,232,148,138,160,267,586,720,104000
G53006300031001,530630031001,53,63,3100,1,1330,567,106,298,27,0,0,332,546,563,135500
G53006300031002,530630031002,53,63,3100,2,984,34,0,55,0,37,0,858,382,869,153400
G53006300031003,530630031003,53,63,3100,3,603,81,172,60,10,45,14,221,353,666,80900
G53006300031004,530630031004,53,63,3100,4,1699,135,64,50,0,116,0,1334,899,1075,221000
G53006300032001,530630032001,53,63,3200,1,394,86,24,0,0,39,8,237,286,732,108100
G53006300032002,530630032002,53,63,3200,2,644,48,90,60,75,10,0,361,482,607,241700
G53006300032003,530630032003,53,63,3200,3,745,38,57,103,118,74,24,331,575,608,134800
G53006300032004,530630032004,53,63,3200,4,478,49,88,18,13,108,0,202,413,634,
G53006300035001,530630035001,53,63,3500,1,1139,107,213,113,101,104,13,488,1030,544,
G53006300035002,530630035002,53,63,3500,2,965,348,327,129,6,46,0,109,767,293,265600
G53006300036001,530630036001,53,63,3600,1,1549,404,292,168,211,66,0,408,1161,565,
G53006300036002,530630036002,53,63,3600,2,1220,391,56,27,153,0,0,593,486,858,450000
G53006300036003,530630036003,53,63,3600,3,872,125,131,0,149,45,14,408,707,615,168200
G53006300036004,530630036004,53,63,3600,4,653,43,32,41,0,58,14,465,434,627,340000
G53006300038001,530630038001,53,63,3800,1,544,62,48,25,28,47,20,314,349,699,177500
G53006300038002,530630038002,53,63,3800,2,1096,166,94,10,46,104,15,661,626,853,143900
G53006300039001,530630039001,53,63,3900,1,588,6,37,0,45,60,37,403,389,698,36300
G53006300039002,530630039002,53,63,3900,2,1475,101,140,31,58,46,26,1073,667,753,348500
G53006300040001,530630040001,53,63,4000,1,940,102,59,89,48,32,28,582,590,551,254300
G53006300040002,530630040002,53,63,4000,2,704,199,93,0,11,77,0,324,462,726,166600
G53006300040003,530630040003,53,63,4000,3,1025,76,12,20,0,0,0,917,487,786,203100
G53006300040004,530630040004,53,63,4000,4,1062,98,254,102,56,0,28,524,577,669,186500
G53006300040005,530630040005,53,63,4000,5,980,173,116,53,210,154,0,274,833,560,104100
G53006300041001,530630041001,53,63,4100,1,704,0,67,42,26,136,7,426,465,339,265300
G53006300041002,530630041002,53,63,4100,2,954,53,58,0,9,7,69,758,379,855,245600
G53006300041003,530630041003,53,63,4100,3,660,29,40,5,19,1,0,566,339,839,237100
G53006300042001,530630042001,53,63,4200,1,846,22,26,22,0,17,0,759,422,637,243800
G53006300042002,530630042002,53,63,4200,2,1239,57,45,13,77,13,8,1026,483,1140,231400
G53006300042003,530630042003,53,63,4200,3,571,39,14,0,9,7,8,494,253,1609,240200
G53006300042004,530630042004,53,63,4200,4,802,13,0,0,46,19,0,724,315,1226,252600
G53006300042005,530630042005,53,63,4200,5,1242,31,9,0,0,9,12,1181,594,1143,283700
G53006300043001,530630043001,53,63,4300,1,742,78,42,28,10,42,13,529,349,654,207000
G53006300043002,530630043002,53,63,4300,2,549,17,0,0,55,0,0,477,262,1188,205400
G53006300043003,530630043003,53,63,4300,3,2100,12,29,45,0,281,38,1695,884,1347,283300
G53006300044001,530630044001,53,63,4400,1,2019,124,224,37,72,79,49,1434,952,709,183500
G53006300044002,530630044002,53,63,4400,2,723,0,0,0,0,0,42,681,373,1279,180200
G53006300044003,530630044003,53,63,4400,3,721,40,13,0,14,0,163,491,294,1236,169900
G53006300044004,530630044004,53,63,4400,4,1074,14,0,50,0,157,0,853,501,1129,169800
G53006300045001,530630045001,53,63,4500,1,1250,72,69,0,0,21,0,1088,497,935,430200
G53006300045002,530630045002,53,63,4500,2,1040,49,2,20,78,54,12,825,450,945,265300
G53006300045003,530630045003,53,63,4500,3,1139,116,46,37,0,8,0,932,640,950,268100
G53006300046011,530630046011,53,63,4601,1,1446,164,25,50,56,44,15,1092,723,971,164800
G53006300046012,530630046012,53,63,4601,2,656,26,16,17,0,0,0,597,364,855,212100
G53006300046013,530630046013,53,63,4601,3,1447,91,306,123,78,185,31,633,915,710,167900
G53006300046021,530630046021,53,63,4602,1,870,58,70,107,25,117,36,457,327,855,159600
G53006300046022,530630046022,53,63,4602,2,812,82,24,9,22,117,26,532,330,1008,164800
G53006300046023,530630046023,53,63,4602,3,1395,24,76,7,46,83,45,1114,568,1003,161700
G53006300047001,530630047001,53,63,4700,1,2144,90,85,89,55,220,268,1337,859,,166100
G53006300047002,530630047002,53,63,4700,2,1192,80,40,48,14,40,265,705,561,726,158900
G53006300047003,530630047003,53,63,4700,3,1246,11,84,0,57,0,115,979,697,1101,196500
G53006300047004,530630047004,53,63,4700,4,1759,424,72,0,57,95,0,1111,912,768,208900
G53006300048001,530630048001,53,63,4800,1,2512,43,104,42,9,34,0,2280,1065,809,256100
G53006300048002,530630048002,53,63,4800,2,1425,78,128,384,64,58,0,713,749,881,206000
G53006300049001,530630049001,53,63,4900,1,1868,120,35,140,0,57,49,1467,671,856,243200
G53006300049002,530630049002,53,63,4900,2,1591,201,0,0,86,360,16,928,671,763,199700
G53006300049003,530630049003,53,63,4900,3,1077,104,17,0,0,57,0,899,581,970,371300
G53006300049004,530630049004,53,63,4900,4,1382,35,86,0,51,0,0,1210,551,,241300
G53006300050001,530630050001,53,63,5000,1,2742,320,117,86,88,275,175,1681,1559,790,253700
G53006300050002,530630050002,53,63,5000,2,932,0,41,0,0,0,8,883,366,,379900
G53006300101001,530630101001,53,63,10100,1,995,38,63,63,0,47,0,784,462,,239300
G53006300101002,530630101002,53,63,10100,2,1310,68,2,0,6,2,73,1159,1037,,354500
G53006300101003,530630101003,53,63,10100,3,1315,0,235,127,13,34,0,906,516,443,307100
G53006300101004,530630101004,53,63,10100,4,2382,0,637,0,0,50,18,1677,761,,304500
G53006300102011,530630102011,53,63,10201,1,2308,89,224,114,122,187,41,1531,1050,918,212800
G53006300102012,530630102012,53,63,10201,2,1451,59,64,51,57,102,0,1118,577,838,253400
G53006300102021,530630102021,53,63,10202,1,2108,31,60,1,63,0,153,1800,738,,283900
G53006300102022,530630102022,53,63,10202,2,2892,33,107,142,104,115,84,2307,972,1614,320000
G53006300102023,530630102023,53,63,10202,3,2054,67,108,111,74,85,39,1570,790,724,329800
G53006300103011,530630103011,53,63,10301,1,1408,198,102,256,178,132,8,534,543,569,157600
G53006300103012,530630103012,53,63,10301,2,2937,252,134,377,363,219,41,1551,1167,549,171200
G53006300103031,530630103031,53,63,10303,1,1501,56,229,10,8,74,60,1064,441,608,249100
G53006300103032,530630103032,53,63,10303,2,1849,72,79,20,27,25,8,1618,730,856,275400
G53006300103041,530630103041,53,63,10304,1,1921,131,31,16,66,206,0,1471,863,864,209600
G53006300103042,530630103042,53,63,10304,2,2583,17,418,43,103,168,117,1717,1023,,203500
G53006300103043,530630103043,53,63,10304,3,554,55,67,16,0,102,0,314,338,857,182200
G53006300103051,530630103051,53,63,10305,1,3756,138,24,201,52,312,102,2927,1353,1309,241000
G53006300103052,530630103052,53,63,10305,2,2071,17,0,16,58,50,50,1880,804,732,320900
G53006300104011,530630104011,53,63,10401,1,1918,191,312,63,89,158,135,970,733,924,158500
G53006300104012,530630104012,53,63,10401,2,579,70,94,36,51,28,45,255,447,675,
G53006300104013,530630104013,53,63,10401,3,1109,150,88,59,96,114,116,486,541,839,125000
G53006300104021,530630104021,53,63,10402,1,2881,140,25,244,47,0,42,2383,1159,468,294900
G53006300104022,530630104022,53,63,10402,2,3229,107,222,54,601,137,67,2041,1211,,208800
G53006300104023,530630104023,53,63,10402,3,1193,10,0,401,22,167,50,543,360,,207900
G53006300105011,530630105011,53,63,10501,1,1805,0,36,42,13,105,28,1581,670,889,256300
G53006300105012,530630105012,53,63,10501,2,1355,74,51,0,22,5,0,1203,498,,211800
G53006300105013,530630105013,53,63,10501,3,3257,284,259,443,162,438,136,1535,1426,872,215000
G53006300105014,530630105014,53,63,10501,4,1795,86,102,59,0,47,55,1446,704,1171,205200
G53006300105031,530630105031,53,63,10503,1,1756,0,16,0,0,74,0,1666,655,,201800
G53006300105032,530630105032,53,63,10503,2,3643,7,0,29,30,154,0,3423,1357,1088,270600
G53006300105033,530630105033,53,63,10503,3,2072,212,16,13,88,17,17,1709,712,,396000
G53006300105041,530630105041,53,63,10504,1,1214,32,27,0,7,56,38,1054,514,,379000
G53006300105042,530630105042,53,63,10504,2,2176,45,184,136,72,132,71,1536,869,,162900
G53006300106011,530630106011,53,63,10601,1,1086,11,45,0,33,73,0,924,418,1162,163900
G53006300106012,530630106012,53,63,10601,2,2561,10,115,24,70,42,52,2248,1007,1134,229000
G53006300106021,530630106021,53,63,10602,1,3490,17,0,277,88,97,61,2950,1464,949,237900
G53006300106022,530630106022,53,63,10602,2,1107,0,230,0,3,1,0,873,465,,232200
G53006300106023,530630106023,53,63,10602,3,1077,14,0,135,0,40,0,888,432,,227500
G53006300106024,530630106024,53,63,10602,4,1908,16,21,0,0,363,0,1508,590,1348,254000
G53006300107001,530630107001,53,63,10700,1,6423,79,63,102,0,216,172,5791,2409,1668,321700
G53006300108001,530630108001,53,63,10800,1,2017,170,297,147,109,123,51,1120,996,654,148000
G53006300109001,530630109001,53,63,10900,1,1810,33,131,122,27,89,32,1376,693,1089,186900
G53006300109002,530630109002,53,63,10900,2,1903,208,149,80,115,60,67,1224,821,1060,246800
G53006300110001,530630110001,53,63,11000,1,1172,16,27,10,44,26,15,1034,422,1224,165800
G53006300110002,530630110002,53,63,11000,2,987,14,170,144,47,135,0,477,440,834,135400
G53006300110003,530630110003,53,63,11000,3,1572,83,95,258,77,84,0,975,707,918,166200
G53006300111011,530630111011,53,63,11101,1,1080,147,339,37,131,37,0,389,779,636,
G53006300111012,530630111012,53,63,11101,2,1259,119,155,41,187,235,28,494,749,611,120200
G53006300111013,530630111013,53,63,11101,3,1434,122,101,229,20,125,50,787,703,678,145400
G53006300111014,530630111014,53,63,11101,4,1652,345,480,170,205,13,51,388,881,748,99300
G53006300111021,530630111021,53,63,11102,1,2511,111,137,199,100,143,55,1766,943,864,164000
G53006300111022,530630111022,53,63,11102,2,1628,106,454,492,77,228,30,241,803,671,157400
G53006300112011,530630112011,53,63,11201,1,2298,70,126,180,64,294,64,1500,1264,831,188800
G53006300112012,530630112012,53,63,11201,2,1870,60,245,0,176,643,56,690,590,784,142700
G53006300112013,530630112013,53,63,11201,3,2304,143,44,127,175,302,209,1304,1122,706,166300
G53006300112014,530630112014,53,63,11201,4,1282,68,298,81,72,110,62,591,744,708,
G53006300112021,530630112021,53,63,11202,1,1567,84,41,311,26,184,100,821,579,1090,
G53006300112022,530630112022,53,63,11202,2,819,36,20,51,48,46,22,596,413,893,94400
G53006300112023,530630112023,53,63,11202,3,664,28,15,17,51,37,18,498,335,,237000
G53006300112024,530630112024,53,63,11202,4,991,94,62,86,2,136,14,597,360,771,228500
G53006300113001,530630113001,53,63,11300,1,2256,16,46,3,0,80,2,2109,901,1047,278800
G53006300113002,530630113002,53,63,11300,2,1424,303,228,92,183,52,13,553,693,747,
G53006300113003,530630113003,53,63,11300,3,1637,0,0,56,45,0,0,1536,657,1009,171500
G53006300113004,530630113004,53,63,11300,4,2176,43,13,0,16,347,0,1757,821,1158,224000
G53006300114001,530630114001,53,63,11400,1,2381,110,54,128,0,410,158,1521,944,790,161800
G53006300114002,530630114002,53,63,11400,2,2126,0,0,40,30,47,25,1984,742,1346,195500
G53006300114003,530630114003,53,63,11400,3,1328,35,58,25,107,223,39,841,575,937,113000
G53006300115001,530630115001,53,63,11500,1,895,56,65,47,28,119,57,523,374,913,136900
G53006300115002,530630115002,53,63,11500,2,619,77,27,61,0,66,0,388,260,813,145600
G53006300116001,530630116001,53,63,11600,1,1686,120,102,73,137,103,93,1058,798,836,158500
G53006300117011,530630117011,53,63,11701,1,549,42,115,47,7,56,0,282,443,464,152900
G53006300117012,530630117012,53,63,11701,2,1636,171,22,60,100,120,160,1003,700,919,141000
G53006300117021,530630117021,53,63,11702,1,2577,239,275,88,424,403,239,909,1332,748,154100
G53006300117022,530630117022,53,63,11702,2,1902,323,478,168,76,255,17,585,844,761,
G53006300117023,530630117023,53,63,11702,3,1428,188,97,38,21,77,12,995,583,898,137400
G53006300118001,530630118001,53,63,11800,1,1304,34,412,36,73,107,0,642,937,850,121500
G53006300118002,530630118002,53,63,11800,2,1958,68,237,134,93,183,0,1243,1278,721,156400
G53006300118003,530630118003,53,63,11800,3,684,90,64,43,12,107,16,352,421,341,183500
G53006300119001,530630119001,53,63,11900,1,2450,246,339,218,62,338,33,1214,984,819,160200
G53006300119002,530630119002,53,63,11900,2,1945,180,158,101,75,505,8,918,862,841,167600
G53006300120001,530630120001,53,63,12000,1,2010,148,91,95,75,357,72,1172,958,730,133700
G53006300120002,530630120002,53,63,12000,2,2119,155,125,84,167,319,65,1204,836,833,141000
G53006300121001,530630121001,53,63,12100,1,871,48,52,34,39,63,65,570,348,961,150600
G53006300121002,530630121002,53,63,12100,2,540,92,77,15,39,0,0,317,257,779,106000
G53006300121003,530630121003,53,63,12100,3,1296,175,149,36,51,242,20,623,551,808,137500
G53006300122001,530630122001,53,63,12200,1,954,64,171,23,41,162,24,469,505,631,109300
G53006300122002,530630122002,53,63,12200,2,1315,12,82,50,51,112,38,970,539,967,133400
G53006300123001,530630123001,53,63,12300,1,1521,71,66,5,0,215,151,1013,707,890,108900
G53006300123002,530630123002,53,63,12300,2,947,137,350,104,46,106,13,191,501,626,37300
G53006300123003,530630123003,53,63,12300,3,1383,215,75,13,40,15,37,988,672,859,165900
G53006300123004,530630123004,53,63,12300,4,1602,191,153,335,72,74,35,742,743,619,105400
G53006300124011,530630124011,53,63,12401,1,1603,29,117,64,110,16,50,1217,809,1634,181800
G53006300124012,530630124012,53,63,12401,2,822,0,0,9,0,26,0,787,316,1125,236000
G53006300124013,530630124013,53,63,12401,3,1707,60,29,0,46,54,30,1488,621,,276600
G53006300124021,530630124021,53,63,12402,1,2666,0,174,0,53,72,0,2367,1076,,239000
G53006300124022,530630124022,53,63,12402,2,1682,8,8,51,29,17,0,1569,693,779,342300
G53006300124023,530630124023,53,63,12402,3,1628,82,114,115,67,54,311,885,590,898,195200
G53006300125001,530630125001,53,63,12500,1,2383,220,231,110,188,79,149,1406,1197,750,129000
G53006300125002,530630125002,53,63,12500,2,1083,0,71,0,59,40,100,813,398,1050,177800
G53006300126001,530630126001,53,63,12600,1,1689,101,343,23,30,98,23,1071,634,878,165900
G53006300126002,530630126002,53,63,12600,2,2676,109,70,79,85,261,36,2036,996,860,161500
G53006300127011,530630127011,53,63,12701,1,1488,61,74,73,74,52,10,1144,788,1098,147700
G53006300127012,530630127012,53,63,12701,2,2222,91,310,145,296,239,77,1064,948,864,173500
G53006300127021,530630127021,53,63,12702,1,1371,23,39,137,23,107,19,1023,545,1204,174300
G53006300127022,530630127022,53,63,12702,2,719,5,15,0,10,45,0,644,311,967,179800
G53006300128011,530630128011,53,63,12801,1,677,0,4,0,68,16,33,556,279,,185300
G53006300128012,530630128012,53,63,12801,2,800,22,111,50,0,5,11,601,268,1257,195900
G53006300128013,530630128013,53,63,12801,3,939,38,0,18,0,110,35,738,418,617,167500
