GISJOIN,BlockGroup,STATEA,COUNTYA,TRACTA,BLKGRPA,ADNEE001,ADNEE002,ADNEE003,ADNEE004,ADNEE005,ADNEE006,ADNEE007,ADNEE008,ADPYE001,ADRKE001,ADRWE001
G53003109504003,530319504003,53,31,950400,3,495,46,48,32,9,63,24,273,235,361,197200
G53003109504004,530319504004,53,31,950400,4,1242,8,103,0,22,238,0,871,654,1058,404600
G53003109505001,530319505001,53,31,950500,1,2471,171,98,50,33,348,35,1736,1520,991,335400
G53003109505002,530319505002,53,31,950500,2,1173,39,14,33,111,33,65,878,637,929,278000
G53003109505003,530319505003,53,31,950500,3,1242,29,16,0,0,155,86,956,766,1346,340200
G53003109505004,530319505004,53,31,950500,4,1715,115,201,34,36,118,107,1104,967,904,165200
G53003109506011,530319506011,53,31,950601,1,1362,0,19,76,37,68,0,1162,665,1072,331600
G53003109506012,530319506012,53,31,950601,2,1138,73,113,27,20,100,0,805,628,1198,319700
G53003109506013,530319506013,53,31,950601,3,781,58,36,0,28,14,17,628,487,656,371700
G53003109506014,530319506014,53,31,950601,4,590,19,76,0,56,63,0,376,437,632,418100
G53003109506015,530319506015,53,31,950601,5,1090,30,80,50,169,13,57,691,872,700,237300
G53003109506016,530319506016,53,31,950601,6,1173,106,58,14,56,271,14,654,585,961,202600
G53003109506021,530319506021,53,31,950602,1,1870,87,184,9,18,138,136,1298,853,968,339400
G53003109506022,530319506022,53,31,950602,2,1287,55,184,88,120,136,22,682,663,863,214100
G53003109507021,530319507021,53,31,950702,1,488,62,114,43,15,34,21,199,232,380,76400
G53003109507022,530319507022,53,31,950702,2,1168,36,179,74,87,63,6,723,1476,688,182400
G53003109900000,530319900000,53,31,990000,0,0,0,0,0,0,0,0,0,0,,
G53003300001001,530330001001,53,33,100,1,1265,86,0,0,0,96,0,1083,643,1387,577800
G53003300001002,530330001002,53,33,100,2,1196,219,83,37,35,168,0,654,701,1013,247600
G53003300001003,530330001003,53,33,100,3,1607,111,171,110,14,29,15,1157,764,785,348300
G53003300001004,530330001004,53,33,100,4,1816,125,382,87,335,74,59,754,912,922,
G53003300001005,530330001005,53,33,100,5,1000,64,63,38,86,60,13,676,705,1078,351400
G53003300002001,530330002001,53,33,200,1,1063,52,0,0,16,0,0,995,454,1368,314600
G53003300002002,530330002002,53,33,200,2,1143,334,79,35,93,0,0,602,588,1127,385400
G53003300002003,530330002003,53,33,200,3,1876,202,92,21,17,167,19,1358,932,1083,428400
G53003300002004,530330002004,53,33,200,4,1036,18,57,3,18,54,53,833,555,1403,301100
G53003300002005,530330002005,53,33,200,5,1494,0,39,111,107,34,0,1203,756,1085,345500
G53003300002006,530330002006,53,33,200,6,1334,21,35,0,29,86,0,1163,489,,337600
G53003300003001,530330003001,53,33,300,1,1160,0,41,1,20,120,1,977,489,1514,342700
G53003300003002,530330003002,53,33,300,2,1470,140,184,39,8,65,200,834,687,1120,331300
G53003300004011,530330004011,53,33,401,1,3265,452,511,99,75,67,193,1868,2227,858,303500
G53003300004012,530330004012,53,33,401,2,1371,159,51,63,16,6,0,1076,668,1093,329200
G53003300004013,530330004013,53,33,401,3,1110,65,174,49,111,154,0,557,917,532,220500
G53003300004021,530330004021,53,33,402,1,921,25,50,17,121,48,11,649,516,1006,393200
G53003300004022,530330004022,53,33,402,2,738,39,54,16,0,0,0,629,461,955,291500
G53003300004023,530330004023,53,33,402,3,1209,13,73,129,0,91,13,890,659,932,401600
G53003300004024,530330004024,53,33,402,4,1784,37,46,0,15,66,0,1620,802,1165,508500
G53003300005001,530330005001,53,33,500,1,1092,17,25,0,17,30,0,1003,452,,642700
G53003300005002,530330005002,53,33,500,2,901,7,33,0,0,24,39,798,391,,536300
G53003300005003,530330005003,53,33,500,3,1047,33,35,0,66,0,0,913,511,,536200
G53003300006001,530330006001,53,33,600,1,1029,15,32,26,86,0,0,870,430,1616,349500
G53003300006002,530330006002,53,33,600,2,989,129,152,40,0,40,0,628,514,893,296000
G53003300006003,530330006003,53,33,600,3,1472,48,11,71,50,298,23,971,716,1236,327800
G53003300006004,530330006004,53,33,600,4,1712,41,175,129,0,19,0,1348,756,1274,413800
G53003300006005,530330006005,53,33,600,5,924,0,21,0,138,235,0,530,304,1642,418100
G53003300006006,530330006006,53,33,600,6,1523,61,107,35,38,77,27,1178,806,1143,359200
G53003300007001,530330007001,53,33,700,1,2101,154,299,213,149,15,198,1073,951,962,216800
G53003300007002,530330007002,53,33,700,2,1128,135,34,22,62,0,0,875,502,1012,299200
G53003300007003,530330007003,53,33,700,3,1075,17,21,14,34,0,0,989,510,866,368900
G53003300007004,530330007004,53,33,700,4,579,16,44,32,0,0,0,487,347,941,364200
G53003300008001,530330008001,53,33,800,1,1101,89,16,0,0,18,0,978,452,1625,403800
G53003300008002,530330008002,53,33,800,2,1320,31,41,6,46,49,19,1128,635,1000,432200
G53003300009001,530330009001,53,33,900,1,1064,50,51,23,17,6,0,917,515,1258,549100
G53003300009002,530330009002,53,33,900,2,892,30,8,6,23,0,0,825,395,1829,758100
G53003300010001,530330010001,53,33,1000,1,1040,157,178,59,103,78,22,443,370,981,374600
G53003300010002,530330010002,53,33,1000,2,1054,44,50,10,119,14,0,817,444,1118,453400
G53003300011001,530330011001,53,33,1100,1,1161,94,8,0,7,10,35,1007,455,879,388200
G53003300011002,530330011002,53,33,1100,2,1508,97,136,49,0,24,21,1181,661,1228,405300
G53003300012001,530330012001,53,33,1200,1,1289,20,123,18,0,39,0,1089,532,882,420600
G53003300012002,530330012002,53,33,1200,2,900,92,32,0,60,23,13,680,557,923,615900
G53003300012003,530330012003,53,33,1200,3,1332,202,260,186,36,105,54,489,918,839,162300
G53003300012004,530330012004,53,33,1200,4,1692,210,135,68,90,181,223,785,712,1149,180800
G53003300012005,530330012005,53,33,1200,5,1323,344,223,32,64,96,77,487,995,1056,229200
G53003300013001,530330013001,53,33,1300,1,1462,124,195,40,0,73,0,1030,812,869,321000
G53003300013002,530330013002,53,33,1300,2,1601,58,36,0,129,71,19,1288,785,993,272100
G53003300013003,530330013003,53,33,1300,3,1326,122,38,114,0,52,52,948,734,992,361100
G53003300014001,530330014001,53,33,1400,1,1566,142,85,48,52,55,0,1184,681,973,369100
G53003300014002,530330014002,53,33,1400,2,1038,86,61,17,51,56,41,726,475,1139,421200
G53003300014003,530330014003,53,33,1400,3,1349,16,0,187,17,108,12,1009,555,1362,332500
G53003300014004,530330014004,53,33,1400,4,1552,0,17,16,0,16,44,1459,643,2534,503000
G53003300015001,530330015001,53,33,1500,1,1165,16,24,0,8,0,0,1117,509,1563,579700
G53003300015002,530330015002,53,33,1500,2,1233,56,16,15,0,44,16,1086,625,1315,594000
G53003300016001,530330016001,53,33,1600,1,1389,16,60,0,0,42,0,1271,580,,849700
G53003300016002,530330016002,53,33,1600,2,1207,9,3,7,62,0,12,1114,537,2205,687800
G53003300016003,530330016003,53,33,1600,3,1507,84,91,0,17,71,57,1187,738,1125,411000
G53003300017011,530330017011,53,33,1701,1,1837,186,82,61,103,68,1,1336,954,1130,366700
G53003300017012,530330017012,53,33,1701,2,932,28,74,25,0,34,15,756,576,1090,291500
G53003300017013,530330017013,53,33,1701,3,1286,32,31,21,0,77,63,1062,556,945,298900
G53003300017021,530330017021,53,33,1702,1,1523,81,167,42,86,53,8,1086,868,1139,374800
G53003300017022,530330017022,53,33,1702,2,878,0,34,69,8,29,0,738,547,1309,378100
G53003300017023,530330017023,53,33,1702,3,1252,53,63,68,140,0,0,928,473,1734,399100
G53003300017024,530330017024,53,33,1702,4,622,12,30,0,8,71,36,465,267,2065,358800
G53003300018001,530330018001,53,33,1800,1,1931,205,80,10,12,278,18,1328,763,1464,410600
G53003300018002,530330018002,53,33,1800,2,1461,138,105,0,0,30,0,1188,720,1197,343900
G53003300018003,530330018003,53,33,1800,3,1825,45,91,116,280,0,16,1277,852,1095,362700
G53003300019001,530330019001,53,33,1900,1,2179,362,136,67,107,60,0,1447,1182,1411,226300
G53003300019002,530330019002,53,33,1900,2,1366,112,135,10,8,0,0,1101,541,1409,459800
G53003300019003,530330019003,53,33,1900,3,1141,38,25,0,77,40,10,951,484,1774,416200
G53003300020001,530330020001,53,33,2000,1,1750,99,130,31,66,80,52,1292,886,1235,419800
G53003300020002,530330020002,53,33,2000,2,1049,56,19,2,10,131,0,831,479,1263,447200
G53003300020003,530330020003,53,33,2000,3,801,36,18,0,51,12,0,684,334,1545,515300
G53003300021001,530330021001,53,33,2100,1,1749,35,36,161,0,64,31,1422,668,1573,469800
G53003300021002,530330021002,53,33,2100,2,840,29,18,12,0,33,0,748,410,1245,354400
G53003300021003,530330021003,53,33,2100,3,1540,77,16,0,11,40,12,1384,731,1436,461300
G53003300022001,530330022001,53,33,2200,1,1553,82,24,37,20,0,35,1355,633,2043,484900
G53003300022002,530330022002,53,33,2200,2,1464,15,15,0,13,113,0,1308,590,,481600
G53003300022003,530330022003,53,33,2200,3,1304,0,0,0,0,0,0,1304,554,1589,654300
G53003300022004,530330022004,53,33,2200,4,1241,16,0,0,12,0,0,1213,556,,840400
G53003300024001,530330024001,53,33,2400,1,948,23,8,0,50,0,0,867,411,1768,488600
G53003300024002,530330024002,53,33,2400,2,801,54,7,15,13,37,6,669,368,1121,379600
G53003300024003,530330024003,53,33,2400,3,1245,40,19,0,24,32,9,1121,526,1497,488800
G53003300025001,530330025001,53,33,2500,1,1461,0,30,66,87,0,32,1246,623,1652,458500
G53003300025002,530330025002,53,33,2500,2,1520,66,40,56,30,36,9,1283,664,1400,455300
G53003300026001,530330026001,53,33,2600,1,1269,62,131,35,17,20,0,1004,577,1209,545200
G53003300026002,530330026002,53,33,2600,2,1305,69,75,20,45,23,13,1060,475,1833,564200
G53003300026003,530330026003,53,33,2600,3,1459,180,16,38,48,27,28,1122,636,1212,553300
G53003300026004,530330026004,53,33,2600,4,956,67,7,22,9,23,55,773,364,1750,506900
G53003300027001,530330027001,53,33,2700,1,2083,204,58,13,59,49,14,1686,737,1795,468700
G53003300027002,530330027002,53,33,2700,2,1427,53,124,0,83,28,31,1108,535,,598200
G53003300027003,530330027003,53,33,2700,3,1226,17,52,41,0,17,98,1001,501,1308,592400
G53003300027004,530330027004,53,33,2700,4,1275,1,3,0,18,8,0,1245,647,1524,497300
G53003300028001,530330028001,53,33,2800,1,939,5,10,0,0,10,18,896,445,1225,495000
G53003300028002,530330028002,53,33,2800,2,1091,39,238,0,24,55,0,735,457,1614,464700
G53003300028003,530330028003,53,33,2800,3,1092,62,25,0,21,99,11,874,639,1299,567500
G53003300028004,530330028004,53,33,2800,4,1605,0,69,75,0,0,107,1354,725,1045,534700
G53003300029001,530330029001,53,33,2900,1,1517,24,12,95,17,43,0,1326,683,1226,451600
G53003300029002,530330029002,53,33,2900,2,1552,42,30,0,9,53,30,1388,661,1614,562500
G53003300029003,530330029003,53,33,2900,3,1234,17,52,0,40,30,10,1085,593,1070,474800
G53003300030001,530330030001,53,33,3000,1,1436,52,20,0,0,68,0,1296,657,1577,490100
G53003300030002,530330030002,53,33,3000,2,1598,37,135,0,25,90,30,1281,647,1045,529400
G53003300030003,530330030003,53,33,3000,3,1335,58,29,106,0,32,0,1110,581,1481,471200
G53003300030004,530330030004,53,33,3000,4,1340,0,14,30,0,15,23,1258,616,1908,510000
G53003300031001,530330031001,53,33,3100,1,976,0,0,0,0,0,17,959,489,,523100
G53003300031002,530330031002,53,33,3100,2,955,112,0,0,16,0,0,827,481,2031,451200
G53003300031003,530330031003,53,33,3100,3,1295,0,30,13,0,125,38,1089,614,1028,494000
G53003300031004,530330031004,53,33,3100,4,1784,122,17,0,20,16,0,1609,669,1165,537600
G53003300031005,530330031005,53,33,3100,5,1197,39,0,0,13,61,14,1070,490,2085,506500
G53003300032001,530330032001,53,33,3200,1,913,0,25,0,14,39,0,835,450,1363,540500
G53003300032002,530330032002,53,33,3200,2,1461,19,63,42,34,0,17,1286,840,1127,454600
G53003300032003,530330032003,53,33,3200,3,1144,39,76,15,39,97,21,857,633,1181,384300
G53003300032004,530330032004,53,33,3200,4,1054,48,60,19,29,21,37,840,683,978,619100
G53003300032005,530330032005,53,33,3200,5,633,55,0,0,0,0,8,570,261,1435,450000
G53003300032006,530330032006,53,33,3200,6,1808,273,89,31,57,28,0,1330,740,1707,719100
G53003300032007,530330032007,53,33,3200,7,1220,38,0,0,23,43,0,1116,520,1170,686500
G53003300033001,530330033001,53,33,3300,1,1555,63,50,0,86,12,13,1331,632,1871,493300
G53003300033002,530330033002,53,33,3300,2,895,35,0,17,17,14,0,812,478,1857,341200
G53003300033003,530330033003,53,33,3300,3,2120,87,44,80,73,16,0,1820,1037,1240,427000
G53003300033004,530330033004,53,33,3300,4,1100,41,39,30,67,20,0,903,671,1067,427000
G53003300033005,530330033005,53,33,3300,5,862,0,17,0,7,49,52,737,452,1526,497000
G53003300034001,530330034001,53,33,3400,1,1197,20,64,7,18,8,0,1080,497,1336,609200
G53003300034002,530330034002,53,33,3400,2,1310,42,10,0,0,0,0,1258,602,1310,501900
G53003300034003,530330034003,53,33,3400,3,1080,11,19,0,7,0,18,1025,465,1385,518500
G53003300035001,530330035001,53,33,3500,1,1328,60,51,29,57,35,20,1076,645,1361,576900
G53003300035002,530330035002,53,33,3500,2,1412,93,53,0,0,18,0,1248,695,1173,565800
G53003300035003,530330035003,53,33,3500,3,1169,35,28,37,27,43,0,999,593,1175,566900
G53003300036001,530330036001,53,33,3600,1,1451,32,124,52,72,96,0,1075,807,1186,522500
G53003300036002,530330036002,53,33,3600,2,1408,318,58,17,52,94,0,869,870,1160,613900
G53003300036003,530330036003,53,33,3600,3,1211,34,133,26,59,16,36,907,569,1490,598300
G53003300036004,530330036004,53,33,3600,4,2001,128,59,41,79,85,124,1485,1211,1531,559300
G53003300038001,530330038001,53,33,3800,1,1182,43,79,25,55,13,6,961,539,1244,555300
G53003300038002,530330038002,53,33,3800,2,955,28,38,20,6,6,0,857,389,1426,529700
G53003300039001,530330039001,53,33,3900,1,2089,125,29,0,35,109,10,1781,799,1375,577000
G53003300039002,530330039002,53,33,3900,2,991,0,15,0,0,30,0,946,402,2225,569800
G53003300040001,530330040001,53,33,4000,1,1870,384,120,23,38,32,9,1264,1012,1082,366700
G53003300040002,530330040002,53,33,4000,2,1171,48,12,24,40,0,26,1021,385,,880500
G53003300041001,530330041001,53,33,4100,1,1284,155,24,84,0,13,0,1008,618,1382,686100
G53003300041002,530330041002,53,33,4100,2,1931,29,2,0,0,0,103,1797,645,1125,909800
G53003300041003,530330041003,53,33,4100,3,1474,0,0,0,125,0,0,1349,477,,949700
G53003300041004,530330041004,53,33,4100,4,1307,48,30,36,0,47,0,1146,588,1646,723400
G53003300041005,530330041005,53,33,4100,5,1030,109,117,15,39,0,35,715,416,1088,930600
G53003300041006,530330041006,53,33,4100,6,820,32,0,0,0,0,0,788,371,,1558800
G53003300042001,530330042001,53,33,4200,1,1647,46,53,14,14,32,30,1458,761,1518,761800
G53003300042002,530330042002,53,33,4200,2,1723,286,0,14,46,91,0,1286,616,1232,595900
G53003300042003,530330042003,53,33,4200,3,1543,30,27,100,174,35,0,1177,750,1698,455600
G53003300042004,530330042004,53,33,4200,4,1727,0,0,0,68,63,0,1596,592,1486,604600
G53003300042005,530330042005,53,33,4200,5,1534,44,50,0,0,137,0,1303,595,,663700
G53003300043011,530330043011,53,33,4301,1,1085,347,128,35,14,88,79,394,466,1031,484400
G53003300043012,530330043012,53,33,4301,2,1127,34,73,52,12,134,18,804,524,1392,578600
G53003300043013,530330043013,53,33,4301,3,1331,155,0,17,36,23,0,1100,518,1422,601900
G53003300043021,530330043021,53,33,4302,1,1196,456,216,74,107,24,5,314,629,897,421700
G53003300043022,530330043022,53,33,4302,2,1641,712,215,66,58,123,34,433,980,1087,
G53003300044001,530330044001,53,33,4400,1,1096,114,96,0,24,0,0,862,550,1643,782700
G53003300044002,530330044002,53,33,4400,2,1418,104,42,0,53,88,56,1075,799,970,500000
G53003300044003,530330044003,53,33,4400,3,2508,969,338,105,131,167,21,777,479,1360,697000
G53003300044004,530330044004,53,33,4400,4,1343,405,226,70,86,103,16,437,774,1078,411700
G53003300045001,530330045001,53,33,4500,1,932,136,134,45,44,10,35,528,344,1353,469100
G53003300045002,530330045002,53,33,4500,2,2095,224,123,77,33,46,0,1592,697,1781,532900
G53003300046001,530330046001,53,33,4600,1,1085,16,33,39,0,51,8,938,527,1770,702300
G53003300046002,530330046002,53,33,4600,2,1335,50,45,38,26,0,0,1176,594,1418,637000
G53003300046003,530330046003,53,33,4600,3,1044,17,72,9,27,24,9,886,362,1904,595500
G53003300047001,530330047001,53,33,4700,1,1460,0,185,154,0,30,0,1091,694,861,488300
G53003300047002,530330047002,53,33,4700,2,1556,43,27,16,117,25,78,1250,1022,1183,536500
G53003300047003,530330047003,53,33,4700,3,2587,121,49,28,19,77,50,2243,1520,1453,394500
G53003300047004,530330047004,53,33,4700,4,2785,91,67,59,30,158,25,2355,1886,1356,357100
G53003300048001,530330048001,53,33,4800,1,1054,0,15,0,20,0,0,1019,515,1830,612800
G53003300048002,530330048002,53,33,4800,2,1303,14,77,0,0,111,15,1086,623,1503,558500
G53003300048003,530330048003,53,33,4800,3,1120,37,35,0,30,34,60,924,621,1147,483800
G53003300048004,530330048004,53,33,4800,4,1295,76,48,24,0,0,15,1132,553,1748,470400
G53003300049001,530330049001,53,33,4900,1,873,30,24,0,0,141,0,678,539,860,597100
G53003300049002,530330049002,53,33,4900,2,1417,24,46,42,12,107,53,1133,744,1399,557700
G53003300049003,530330049003,53,33,4900,3,1185,45,27,0,57,18,20,1018,698,1429,462500
G53003300049004,530330049004,53,33,4900,4,1543,34,61,51,24,184,0,1189,796,1142,460300
G53003300049005,530330049005,53,33,4900,5,1800,28,67,0,42,26,0,1637,913,1143,484000
G53003300050001,530330050001,53,33,5000,1,1478,44,35,19,63,96,0,1221,729,1215,620200
G53003300050002,530330050002,53,33,5000,2,768,9,9,0,12,37,39,662,440,1256,549800
G53003300050003,530330050003,53,33,5000,3,1449,40,55,73,84,99,48,1050,870,1261,405600
G53003300051001,530330051001,53,33,5100,1,1378,77,52,13,31,43,8,1154,709,1474,551000
G53003300051002,530330051002,53,33,5100,2,1215,28,12,0,11,40,18,1106,537,,719400
G53003300051003,530330051003,53,33,5100,3,1133,22,23,9,10,0,0,1069,494,1313,666700
G53003300052001,530330052001,53,33,5200,1,936,511,130,51,50,49,0,145,452,1463,
G53003300052002,530330052002,53,33,5200,2,1558,761,166,50,92,78,0,411,840,1074,
G53003300052003,530330052003,53,33,5200,3,1045,166,110,42,0,40,40,647,548,1329,476100
G53003300052004,530330052004,53,33,5200,4,1962,268,143,55,0,174,58,1264,541,1798,576800
G53003300052005,530330052005,53,33,5200,5,1113,424,88,139,19,0,0,443,613,1568,262200
G53003300053011,530330053011,53,33,5301,1,1222,517,338,74,50,64,50,129,350,1293,
G53003300053012,530330053012,53,33,5301,2,1708,712,270,127,14,101,0,484,1127,1112,133000
G53003300053013,530330053013,53,33,5301,3,1077,589,140,15,43,22,0,268,660,949,
G53003300053014,530330053014,53,33,5301,4,968,462,175,18,24,204,0,85,755,1006,
G53003300053021,530330053021,53,33,5302,1,129,54,16,4,0,0,4,51,112,1120,
G53003300053022,530330053022,53,33,5302,2,14,0,0,0,0,0,0,14,14,,
G53003300053023,530330053023,53,33,5302,3,0,0,0,0,0,0,0,0,0,,
G53003300054001,530330054001,53,33,5400,1,971,0,52,0,0,17,69,833,447,1871,621700
G53003300054002,530330054002,53,33,5400,2,1171,24,30,0,26,41,8,1042,708,1518,381000
G53003300054003,530330054003,53,33,5400,3,1446,60,106,0,18,14,34,1214,785,1109,326300
G53003300054004,530330054004,53,33,5400,4,1434,109,75,31,30,0,27,1162,913,1319,420000
G53003300056001,530330056001,53,33,5600,1,1307,59,19,0,16,28,16,1169,604,,647100
G53003300056002,530330056002,53,33,5600,2,1577,82,0,0,0,16,0,1479,682,2524,873900
G53003300056003,530330056003,53,33,5600,3,1140,0,1,18,33,17,35,1036,445,2719,875000
G53003300056004,530330056004,53,33,5600,4,1188,12,27,0,0,0,0,1149,426,,801500
G53003300056005,530330056005,53,33,5600,5,1212,0,0,0,0,54,18,1140,544,,583300
G53003300057001,530330057001,53,33,5700,1,598,34,18,0,0,0,0,546,194,,913500
G53003300057002,530330057002,53,33,5700,2,1269,0,98,53,0,0,0,1118,547,3063,627500
G53003300057003,530330057003,53,33,5700,3,938,69,59,0,0,21,18,771,485,2153,634800
G53003300057004,530330057004,53,33,5700,4,1150,21,0,0,19,0,0,1110,488,1482,555600
G53003300057005,530330057005,53,33,5700,5,1075,0,0,14,60,34,0,967,521,1233,779100
G53003300057006,530330057006,53,33,5700,6,1603,33,45,0,77,37,67,1344,727,1072,517300
G53003300058011,530330058011,53,33,5801,1,1318,13,156,0,66,38,13,1032,677,1214,550500
G53003300058012,530330058012,53,33,5801,2,1381,48,114,20,34,68,77,1020,848,1315,
G53003300058013,530330058013,53,33,5801,3,1106,40,56,0,13,46,14,937,623,1368,450000
G53003300058014,530330058014,53,33,5801,4,1306,14,60,15,94,2,54,1067,659,1098,438200
G53003300058021,530330058021,53,33,5802,1,1500,30,0,44,89,87,0,1250,883,1158,602400
G53003300058022,530330058022,53,33,5802,2,1943,195,0,15,56,39,20,1618,1176,1329,407500
G53003300058023,530330058023,53,33,5802,3,1592,15,81,30,29,25,54,1358,881,1315,496400
G53003300059001,530330059001,53,33,5900,1,1650,300,89,65,33,36,0,1127,888,1286,503600
G53003300059002,530330059002,53,33,5900,2,1334,134,116,0,4,35,42,1003,577,1239,665600
G53003300059003,530330059003,53,33,5900,3,580,147,0,0,0,64,0,369,254,,
G53003300059004,530330059004,53,33,5900,4,1483,105,0,0,49,0,0,1329,605,1702,840700
G53003300059005,530330059005,53,33,5900,5,1181,27,0,20,0,0,0,1134,457,1193,667800
G53003300060001,530330060001,53,33,6000,1,1444,63,109,19,21,120,13,1099,979,1614,355600
G53003300060002,530330060002,53,33,6000,2,1425,11,0,0,24,15,0,1375,647,2381,670300
G53003300060003,530330060003,53,33,6000,3,1219,13,6,22,6,6,0,1166,443,,714600
G53003300060004,530330060004,53,33,6000,4,1286,135,138,9,0,119,66,819,666,1438,408800
G53003300061001,530330061001,53,33,6100,1,1330,19,36,59,19,0,0,1197,696,1713,624000
G53003300061002,530330061002,53,33,6100,2,1161,4,49,15,13,36,30,1014,525,1449,780400
G53003300061003,530330061003,53,33,6100,3,1389,40,0,13,11,39,42,1244,1011,1210,730100
G53003300061004,530330061004,53,33,6100,4,1324,68,16,18,19,98,39,1066,861,1261,524100
G53003300062001,530330062001,53,33,6200,1,1528,70,24,16,31,50,24,1313,597,1455,752100
G53003300062002,530330062002,53,33,6200,2,1523,18,22,0,0,0,0,1483,610,1075,743200
G53003300062003,530330062003,53,33,6200,3,954,37,0,0,10,35,0,872,387,1750,905000
G53003300063001,530330063001,53,33,6300,1,1260,46,49,22,0,20,0,1123,884,1500,780400
G53003300063002,530330063002,53,33,6300,2,1054,19,20,0,0,40,0,975,808,1431,1062500
G53003300063003,530330063003,53,33,6300,3,1240,0,0,0,0,0,0,1240,535,1171,1117000
G53003300063004,530330063004,53,33,6300,4,1399,16,39,0,0,12,0,1332,581,,1301500
